,Unnamed: 0,V0101,UF,V0102,V0103,V0104,V0105,V0106,V0201,V0202,V0203,V0204,V0205,V0206,V0207,V0208,V0209,V0210,V0211,V0212,V0213,V0214,V0215,V0216,V2016,V0217,V0218,V0219,V0220,V2020,V0221,V0222,V0223,V0224,V0225,V0226,V0227,V2027,V0228,V0229,V0230,V0231,V0232,V2032,V4105,V4106,V4107,V4600,V4601,V4602,V4604,V4605,V4606,V4607,V4608,V4609,V4610,V4611,V4614,UPA,V4617,V4618,V4619,V4620,V4621,V4622,V4623,V4624,V2101,V2102,V2103,V2105,V2107,V2109,V2111,V2113,V2115,V2117,V2119,V2120,V2121,V2123,V2124,V2126,V2128,V2130,V2132,V2134,V2136,V2033,V2034,V2035,V2036,V2037,V2038,V2039,V2041,V9992,Região,Geladeira
28993,28993,2009,23,3006,2,1,6.0,6.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2307,1,1.0,7,0.0031323414,11,4876759,500,498.0,1428.0,159,230007,237,1.0,6.0,238.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,6.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29024,29024,2009,23,3014,16,1,5.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,100.0,,,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,,4.0,Possui Filtro,1.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2307,1,1.0,7,0.0088011985,31,4876759,500,498.0,1230.0,159,230007,238,1.0,5.0,246.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
29028,29028,2009,23,3014,20,1,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,,999999999999.0,2.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,Possui Filtro,3.0,2.0,,3.0,6.0,1.0,4.0,1.0,2.0,8.0,1,0,2,26,9,2307,1,1.0,7,0.0088011985,31,4876759,500,499.0,999999999999.0,159,230007,238,1.0,3.0,999999999999.0,99.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
29132,29132,2009,23,3065,1,1,11.0,7.0,1.0,2.0,1.0,1.0,6.0,5.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2323,2,0.1419233234,5,0.0226476139,16,4876759,500,498.0,2089.0,368,230037,544,1.0,11.0,189.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29140,29140,2009,23,3065,9,1,3.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2323,2,0.1419233234,5,0.0226476139,16,4876759,500,498.0,930.0,368,230037,544,1.0,3.0,310.0,3.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Sim,6.0,3.0,3.0,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29144,29144,2009,23,3065,13,1,2.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,5.0,,,,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2323,2,0.1419233234,5,0.0226476139,16,4876759,500,498.0,321.0,368,230037,544,1.0,2.0,160.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29160,29160,2009,23,3073,4,1,7.0,6.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2323,2,0.1419233234,5,0.0121326503,9,4876759,500,498.0,1527.0,368,230037,544,1.0,7.0,218.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29162,29162,2009,23,3073,6,1,4.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2323,2,0.1419233234,5,0.0121326503,9,4876759,500,498.0,312.0,368,230037,544,1.0,4.0,78.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29177,29177,2009,23,3073,21,1,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,4.0,8,0,3,26,9,2323,2,0.1419233234,5,0.0121326503,9,4876759,500,498.0,443.0,368,230037,544,1.0,3.0,147.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29196,29196,2009,23,3081,9,1,5.0,5.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,3.0,,3.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,6.0,1.0,4.0,3.0,,8.0,8,0,3,26,9,2323,2,0.1419233234,5,0.0254785657,18,4876759,500,498.0,748.0,368,230037,544,1.0,5.0,149.0,2.0,9.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
29207,29207,2009,23,3081,20,1,5.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2323,2,0.1419233234,5,0.0254785657,18,4876759,500,498.0,720.0,368,230037,544,1.0,5.0,144.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29210,29210,2009,23,3081,23,1,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,3.0,,,,1.0,1.0,4.0,4.0,1.0,,1.0,Possui Filtro,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,4.0,8,0,3,26,9,2323,2,0.1419233234,5,0.0254785657,18,4876759,500,498.0,240.0,368,230037,544,1.0,3.0,80.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29262,29262,2009,23,3111,11,1,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2308,1,1.0,15,0.0059640081,18,3632054,200,226.0,930.0,11,230008,243,1.0,2.0,465.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,Sim,6.0,3.0,3.0,,,,,,,4.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,20120710,Nordeste,Sim
29285,29285,2009,23,3120,14,1,3.0,3.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,4.0,1,0,1,26,9,2308,1,1.0,15,0.005112007,15,3632054,200,225.0,1165.0,11,230008,244,1.0,3.0,388.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,3.0,3.0,,,,,,,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29289,29289,2009,23,3120,18,1,6.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2308,1,1.0,15,0.005112007,15,3632054,200,225.0,627.0,11,230008,244,1.0,6.0,104.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
29395,29395,2009,23,3189,2,1,4.0,3.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,,45.0,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,2.0,1.0,2.0,8.0,1,0,1,26,9,2308,1,1.0,15,0.0058185445,18,3632054,200,225.0,2322.0,11,230008,250,1.0,4.0,580.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29416,29416,2009,23,3197,6,1,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,70.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,,1.0,Possui Filtro,3.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2308,1,1.0,15,0.0146294834,44,3632054,200,225.0,465.0,11,230008,251,1.0,3.0,155.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
29461,29461,2009,23,3219,3,1,3.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2308,1,1.0,15,0.0071900586,22,3632054,200,225.0,465.0,11,230008,253,1.0,3.0,155.0,2.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,3.0,,,,,,,4.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29481,29481,2009,23,3227,7,1,3.0,3.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,,160.0,4.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2308,1,1.0,15,0.0050912265000000005,15,3632054,200,225.0,465.0,11,230008,254,1.0,3.0,155.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29486,29486,2009,23,3227,12,1,8.0,8.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,,,4.0,1.0,2.0,,,1.0,2.0,1.0,3.0,4.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2308,1,1.0,15,0.0050912265000000005,15,3632054,200,226.0,508.0,11,230008,254,1.0,8.0,63.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Nordeste,Sim
29655,29655,2009,23,3316,1,1,3.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,,1.0,Possui Filtro,3.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2317,2,0.0784933029,5,0.0291603821,11,4876759,500,498.0,715.0,357,230028,529,1.0,3.0,238.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
29668,29668,2009,23,3316,14,1,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2317,2,0.0784933029,5,0.0291603821,11,4876759,500,499.0,465.0,357,230028,529,1.0,1.0,465.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,6.0,3.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29700,29700,2009,23,3324,18,1,7.0,5.0,1.0,2.0,1.0,1.0,6.0,4.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,4.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2317,2,0.0784933029,5,0.0653594771,26,4876759,500,499.0,1576.0,357,230028,529,1.0,7.0,225.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,Sim,2.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29709,29709,2009,23,3324,27,1,7.0,5.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,,,2.0,3.0,,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2317,2,0.0784933029,5,0.0653594771,26,4876759,500,498.0,1087.0,357,230028,529,1.0,7.0,155.0,2.0,3.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29720,29720,2009,23,3332,11,1,6.0,5.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,,,2.0,3.0,,3.0,2.0,3.0,,,,2.0,1.0,2.0,4.0,1.0,,3.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2317,2,0.0784933029,5,0.042860734,17,4876759,500,498.0,678.0,357,230028,529,1.0,6.0,113.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,6.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29727,29727,2009,23,3332,18,1,3.0,3.0,1.0,2.0,3.0,6.0,4.0,2.0,5.0,,,,3.0,,3.0,2.0,3.0,,,,4.0,1.0,4.0,4.0,3.0,2.0,3.0,Possui Filtro,1.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2317,2,0.0784933029,5,0.042860734,17,4876759,500,498.0,1130.0,357,230028,529,1.0,3.0,376.0,3.0,8.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,6.0,3.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
29733,29733,2009,23,3332,24,1,3.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,3.0,,3.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,4.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,4.0,8,0,3,26,9,2317,2,0.0784933029,5,0.042860734,17,4876759,500,498.0,1230.0,357,230028,529,1.0,3.0,410.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,6.0,3.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29764,29764,2009,23,3340,30,1,3.0,3.0,1.0,2.0,1.0,1.0,7.0,2.0,3.0,120.0,,,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2317,2,0.0784933029,5,0.0487682252,19,4876759,500,498.0,112.0,357,230028,529,1.0,3.0,37.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,4.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
29785,29785,2009,23,3359,18,1,2.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,,,2.0,1.0,2.0,,,3.0,,,,3.0,1.0,4.0,4.0,1.0,,3.0,Possui Filtro,1.0,2.0,,3.0,6.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2317,2,0.0784933029,5,0.0312971342,12,4876759,500,498.0,605.0,357,230028,529,1.0,2.0,302.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Sim,4.0,3.0,3.0,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
29796,29796,2009,23,3367,2,1,5.0,5.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2322,2,0.1357309234,5,0.0369611475,25,4876759,500,499.0,999999999999.0,367,230035,542,1.0,5.0,999999999999.0,99.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,3.0,3.0,,,,,,,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29834,29834,2009,23,3375,13,1,8.0,5.0,1.0,2.0,1.0,1.0,5.0,4.0,3.0,60.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,3.0,2.0,,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2322,2,0.1357309234,5,0.0334935771,23,4876759,500,498.0,390.0,367,230035,542,1.0,8.0,48.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
29926,29926,2009,23,3413,23,1,2.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2320,2,0.08436170789999999,5,0.0328062816,14,4876759,500,498.0,930.0,363,230032,536,1.0,2.0,465.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,3.0,,,,,,,2.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,20120710,Nordeste,Sim
29940,29940,2009,23,3421,13,1,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,,4.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2320,2,0.08436170789999999,5,0.0308701732,13,4876759,500,498.0,570.0,363,230032,536,1.0,1.0,570.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,3.0,3.0,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29954,29954,2009,23,3421,27,1,8.0,5.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,80.0,,,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2320,2,0.08436170789999999,5,0.0308701732,13,4876759,500,498.0,190.0,363,230032,536,1.0,8.0,23.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29961,29961,2009,23,3430,2,1,4.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,4.0,Possui Filtro,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2320,2,0.08436170789999999,5,0.05109175,22,4876759,500,499.0,830.0,363,230032,536,1.0,4.0,207.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Nordeste,Não
29978,29978,2009,23,3430,19,1,5.0,5.0,1.0,2.0,1.0,1.0,5.0,3.0,5.0,,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,3.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2320,2,0.08436170789999999,5,0.05109175,22,4876759,500,498.0,935.0,363,230032,536,1.0,5.0,187.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,20120710,Nordeste,Sim
29981,29981,2009,23,3430,22,1,6.0,5.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2320,2,0.08436170789999999,5,0.05109175,22,4876759,500,498.0,309.0,363,230032,536,1.0,6.0,51.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
30008,30008,2009,23,3456,1,1,3.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,1.0,5.0,5.0,1.0,2.0,4.0,3.0,2.0,4.0,Possui Filtro,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2320,2,0.08436170789999999,5,0.0395826611,17,4876759,500,498.0,70.0,363,230032,536,1.0,3.0,23.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Nordeste,Sim
