,Unnamed: 0,V0101,UF,V0102,V0103,V0104,V0105,V0106,V0201,V0202,V0203,V0204,V0205,V0206,V0207,V0208,V0209,V0210,V0211,V0212,V0213,V0214,V0215,V0216,V2016,V0217,V0218,V0219,V0220,V2020,V0221,V0222,V0223,V0224,V0225,V0226,V0227,V2027,V0228,V0229,V0230,V0231,V0232,V2032,V4105,V4106,V4107,V4600,V4601,V4602,V4604,V4605,V4606,V4607,V4608,V4609,V4610,V4611,V4614,UPA,V4617,V4618,V4619,V4620,V4621,V4622,V4623,V4624,V2101,V2102,V2103,V2105,V2107,V2109,V2111,V2113,V2115,V2117,V2119,V2120,V2121,V2123,V2124,V2126,V2128,V2130,V2132,V2134,V2136,V2033,V2034,V2035,V2036,V2037,V2038,V2039,V2041,V9992,Região
39799,39799,2009,26,1500,13,1,4.0,4.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,,1.0,4.0,1.0,2.0,,1.0,2.0,3.0,4.0,1.0,2.0,8.0,1,0,1,26,9,2608,1,1.0,55,0.0023159683,26,3745635,200,242.0,550.0,23,260008,82,1.0,4.0,137.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,,3.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
39811,39811,2009,26,1519,6,1,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,,1.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0017440544,19,3745635,200,243.0,0.0,23,260008,83,1.0,1.0,0.0,0.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,3.0,,,,,,,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
39812,39812,2009,26,1519,7,1,3.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0017440544,19,3745635,200,242.0,532.0,23,260008,83,1.0,3.0,177.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
39843,39843,2009,26,1535,4,1,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,999999999999.0,,,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0026557191,29,3745635,200,242.0,1200.0,23,260008,85,1.0,2.0,600.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,3.0,,,,,,,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
39866,39866,2009,26,1543,1,1,5.0,4.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,,100.0,4.0,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,1,1,26,9,2608,1,1.0,55,0.0022650057,25,3745635,200,242.0,715.0,23,260008,86,1.0,5.0,143.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
39868,39868,2009,26,1543,3,1,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,1,1,26,9,2608,1,1.0,55,0.0022650057,25,3745635,200,242.0,300.0,23,260008,86,1.0,2.0,150.0,2.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
39883,39883,2009,26,1551,2,1,2.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0016364666,18,3745635,200,242.0,0.0,23,260008,87,1.0,2.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
39898,39898,2009,26,1551,17,1,2.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,150.0,,,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0016364666,18,3745635,200,242.0,300.0,23,260008,87,1.0,2.0,150.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
39918,39918,2009,26,1560,17,1,5.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,1.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0013363533,15,3745635,200,242.0,422.0,23,260008,88,1.0,5.0,84.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,20120710,Nordeste
39919,39919,2009,26,1560,18,1,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,,,,3.0,,1.0,,1.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,,1.0,2.0,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0013363533,15,3745635,200,242.0,140.0,23,260008,88,1.0,3.0,46.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
39957,39957,2009,26,1586,19,1,5.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,2.0,1.0,2.0,,,3.0,,,,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.00299547,33,3745635,200,242.0,677.0,23,260008,90,1.0,5.0,135.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
39960,39960,2009,26,1594,1,1,3.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,60.0,,,3.0,,1.0,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,3.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0045243488,50,3745635,200,243.0,290.0,23,260008,91,1.0,3.0,96.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
39971,39971,2009,26,1594,12,1,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0045243488,50,3745635,200,242.0,200.0,23,260008,91,1.0,2.0,100.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
39977,39977,2009,26,1594,18,1,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0045243488,50,3745635,200,242.0,850.0,23,260008,91,1.0,2.0,425.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40007,40007,2009,26,1616,11,1,6.0,4.0,1.0,2.0,1.0,1.0,7.0,3.0,1.0,,,4.0,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,2.0,3.0,,8.0,8,0,1,26,9,2608,1,1.0,55,0.0104586636,115,3745635,200,242.0,730.0,23,260008,93,1.0,6.0,121.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40017,40017,2009,26,1624,7,1,5.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,100.0,,,3.0,,3.0,4.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0010362401,11,3745635,200,242.0,200.0,23,260008,94,1.0,5.0,40.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40018,40018,2009,26,1624,8,1,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,70.0,,,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,,1.0,4.0,3.0,2.0,,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0010362401,11,3745635,200,242.0,525.0,23,260008,94,1.0,1.0,525.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,,3.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40019,40019,2009,26,1624,9,1,4.0,3.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,,1.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0010362401,11,3745635,200,242.0,930.0,23,260008,94,1.0,4.0,232.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40062,40062,2009,26,1659,2,1,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,60.0,,,1.0,2.0,,,1.0,2.0,1.0,4.0,5.0,1.0,4.0,4.0,3.0,4.0,,4.0,3.0,2.0,,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0021744054,24,3745635,200,242.0,465.0,23,260008,97,1.0,1.0,465.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40105,40105,2009,26,1675,7,1,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,2.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0014892412,16,3745635,200,242.0,1200.0,23,260008,99,1.0,2.0,600.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,20120710,Nordeste
40106,40106,2009,26,1675,8,1,6.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,100.0,,,1.0,2.0,,,1.0,2.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0014892412,16,3745635,200,242.0,999.0,23,260008,99,1.0,6.0,166.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40120,40120,2009,26,1683,3,1,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0040656852,45,3745635,200,242.0,465.0,23,260008,100,1.0,2.0,232.0,2.0,8.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40128,40128,2009,26,1683,11,1,3.0,3.0,1.0,2.0,1.0,1.0,7.0,3.0,1.0,,,4.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,2.0,1.0,4.0,8.0,1,0,1,26,9,2608,1,1.0,55,0.0040656852,45,3745635,200,242.0,1725.0,23,260008,100,1.0,3.0,575.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,,3.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40135,40135,2009,26,1683,18,1,2.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,,,2.0,3.0,,3.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,,1.0,4.0,1.0,2.0,,1.0,2.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0040656852,45,3745635,200,242.0,218.0,23,260008,100,1.0,2.0,109.0,1.0,9.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,3.0,,,,,,,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40148,40148,2009,26,1691,5,1,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,80.0,,,1.0,4.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0027293318,30,3745635,200,242.0,0.0,23,260008,101,1.0,1.0,0.0,0.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40215,40215,2009,26,1713,34,1,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,2.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0025198188,28,3745635,200,242.0,560.0,23,260008,103,1.0,2.0,280.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,3.0,,,,,,,4.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,20120710,Nordeste
40226,40226,2009,26,1713,45,1,2.0,2.0,1.0,2.0,1.0,1.0,7.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,2.0,1.0,2.0,8.0,1,0,1,26,9,2608,1,1.0,55,0.0025198188,28,3745635,200,242.0,465.0,23,260008,103,1.0,2.0,232.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,20120710,Nordeste
40228,40228,2009,26,1713,47,1,9.0,8.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0025198188,28,3745635,200,242.0,999999999999.0,23,260008,103,1.0,9.0,999999999999.0,99.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40276,40276,2009,26,1748,13,1,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,5.0,2.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0027349943,30,3745635,200,242.0,200.0,23,260008,106,1.0,2.0,100.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,3.0,,,,,,,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40287,40287,2009,26,1756,6,1,5.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,1.0,6.0,3.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,2.0,1,0,1,26,9,2608,1,1.0,55,0.0026387316,29,3745635,200,243.0,1265.0,23,260008,107,1.0,5.0,253.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40303,40303,2009,26,1764,8,1,4.0,3.0,1.0,2.0,1.0,2.0,6.0,2.0,2.0,,350.0,4.0,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,1.0,4.0,8.0,1,0,1,26,9,2608,1,1.0,55,0.0017440544,19,3745635,200,242.0,900.0,23,260008,108,1.0,4.0,225.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,20120710,Nordeste
40314,40314,2009,26,1772,3,1,4.0,3.0,1.0,2.0,1.0,2.0,8.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,3.0,2.0,,1.0,4.0,3.0,2.0,1.0,4.0,8.0,1,0,1,26,9,2608,1,1.0,55,0.0020838052,23,3745635,200,242.0,600.0,23,260008,109,1.0,4.0,150.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,20120710,Nordeste
40328,40328,2009,26,1772,17,1,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,1.0,4.0,2.0,1.0,4.0,4.0,1.0,,1.0,2.0,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0020838052,23,3745635,200,242.0,999999999999.0,23,260008,109,1.0,1.0,999999999999.0,99.0,8.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,3.0,,,,,,,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40334,40334,2009,26,1780,6,1,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0024518686,27,3745635,200,242.0,300.0,23,260008,110,1.0,1.0,300.0,3.0,9.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,3.0,,,,,,,4.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40347,40347,2009,26,1799,2,1,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,3.0,,3.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0034314836,38,3745635,200,243.0,100.0,23,260008,111,1.0,1.0,100.0,1.0,8.0,6.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
40354,40354,2009,26,1799,9,1,4.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,3.0,2.0,,3.0,4.0,3.0,4.0,1.0,2.0,8.0,1,0,1,26,9,2608,1,1.0,55,0.0034314836,38,3745635,200,242.0,1200.0,23,260008,111,1.0,4.0,300.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,,3.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,20120710,Nordeste
40357,40357,2009,26,1799,12,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,50.0,,,1.0,2.0,,,3.0,,,,1.0,1.0,4.0,4.0,3.0,4.0,,4.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0034314836,38,3745635,200,242.0,150.0,23,260008,111,1.0,1.0,150.0,2.0,9.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,20120710,Nordeste
40401,40401,2009,26,1810,13,1,5.0,5.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.002984145,33,3745635,200,242.0,1915.0,23,260008,113,1.0,5.0,383.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,20120710,Nordeste
40410,40410,2009,26,1829,4,1,4.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,100.0,,,3.0,,3.0,4.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,1,26,9,2608,1,1.0,55,0.0026217441,29,3745635,200,242.0,512.0,23,260008,114,1.0,4.0,128.0,2.0,3.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
