,Unnamed: 0,V0101,UF,V0102,V0103,V0104,V0105,V0106,V0201,V0202,V0203,V0204,V0205,V0206,V0207,V0208,V0209,V0210,V0211,V0212,V0213,V0214,V0215,V0216,V2016,V0217,V0218,V0219,V0220,V2020,V0221,V0222,V0223,V0224,V0225,V0226,V0227,V2027,V0228,V0229,V0230,V0231,V0232,V2032,V4105,V4106,V4107,V4600,V4601,V4602,V4604,V4605,V4606,V4607,V4608,V4609,V4610,V4611,V4614,UPA,V4617,V4618,V4619,V4620,V4621,V4622,V4623,V4624,V2101,V2102,V2103,V2105,V2107,V2109,V2111,V2113,V2115,V2117,V2119,V2120,V2121,V2123,V2124,V2126,V2128,V2130,V2132,V2134,V2136,V2033,V2034,V2035,V2036,V2037,V2038,V2039,V2041,V9992,Região
143143,143143,2009,52,206,8,1,5.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,150.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5202,1,1.0,20,0.005606383,34,6079689,300,360.0,485.0,262,520002,15,1.0,5.0,97.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143153,143153,2009,52,214,1,1,5.0,5.0,1.0,2.0,1.0,1.0,6.0,3.0,5.0,,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5202,1,1.0,20,0.0062340426,37,6079689,300,359.0,975.0,262,520002,16,1.0,5.0,195.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143173,143173,2009,52,214,21,1,5.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,4.0,1,0,2,26,9,5202,1,1.0,20,0.0062340426,37,6079689,300,359.0,945.0,262,520002,16,1.0,5.0,189.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143280,143280,2009,52,273,6,1,3.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,200.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,2.0,1,0,2,26,9,5202,1,1.0,20,0.0052553191,32,6079689,300,360.0,1965.0,262,520002,22,1.0,3.0,655.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143285,143285,2009,52,273,11,1,4.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,130.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,4.0,1,0,2,26,9,5202,1,1.0,20,0.0052553191,32,6079689,300,360.0,973.0,262,520002,22,1.0,4.0,243.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143289,143289,2009,52,273,15,1,5.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,150.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5202,1,1.0,20,0.0052553191,32,6079689,300,360.0,1132.0,262,520002,22,1.0,5.0,226.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,,3.0,1.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143418,143418,2009,52,338,18,1,6.0,4.0,1.0,2.0,1.0,1.0,7.0,3.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5203,1,1.0,22,0.0046811164,31,6079689,300,359.0,1815.0,263,520003,28,1.0,6.0,302.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143437,143437,2009,52,338,37,1,3.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,2.0,3.0,2.0,3.0,,4.0,1,0,2,26,9,5203,1,1.0,22,0.0046811164,31,6079689,300,360.0,1175.0,263,520003,28,1.0,3.0,391.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143480,143480,2009,52,354,2,1,6.0,5.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,3.0,2.0,,1.0,4.0,3.0,2.0,3.0,,2.0,1,0,2,26,9,5203,1,1.0,22,0.0041971839,28,6079689,300,360.0,1895.0,263,520003,30,1.0,6.0,315.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143483,143483,2009,52,354,5,1,3.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,,,,1.0,4.0,,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,,1.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5203,1,1.0,22,0.0041971839,28,6079689,300,360.0,274.0,263,520003,30,1.0,3.0,91.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143485,143485,2009,52,354,7,1,3.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,2.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5203,1,1.0,22,0.0041971839,28,6079689,300,360.0,865.0,263,520003,30,1.0,3.0,288.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143491,143491,2009,52,354,13,1,5.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5203,1,1.0,22,0.0041971839,28,6079689,300,360.0,595.0,263,520003,30,1.0,5.0,119.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143494,143494,2009,52,354,16,1,10.0,5.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,,1.0,2.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5203,1,1.0,22,0.0041971839,28,6079689,300,360.0,2860.0,263,520003,30,1.0,10.0,286.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143501,143501,2009,52,362,5,1,5.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5203,1,1.0,22,0.0030804166,20,6079689,300,360.0,1215.0,263,520003,31,1.0,5.0,243.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143512,143512,2009,52,362,16,1,6.0,5.0,1.0,2.0,1.0,1.0,6.0,3.0,5.0,,,,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,2.0,3.0,,8.0,1,0,2,26,9,5203,1,1.0,22,0.0030804166,20,6079689,300,360.0,995.0,263,520003,31,1.0,6.0,165.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Centro-Oeste
143522,143522,2009,52,370,8,1,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5203,1,1.0,22,0.0022986794,15,6079689,300,359.0,126.0,263,520003,32,1.0,2.0,63.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143658,143658,2009,52,435,20,1,6.0,5.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,400.0,,,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5203,1,1.0,22,0.0048020995,32,6079689,300,360.0,1465.0,263,520003,38,1.0,6.0,244.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143743,143743,2009,52,460,16,1,4.0,3.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,3.0,2.0,,1.0,4.0,3.0,2.0,3.0,,2.0,1,0,2,26,9,5203,1,1.0,22,0.0038342345,25,6079689,300,360.0,697.0,263,520003,41,1.0,4.0,174.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Centro-Oeste
143789,143789,2009,52,486,18,1,8.0,6.0,1.0,2.0,1.0,1.0,7.0,3.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5203,1,1.0,22,0.0033503020000000003,22,6079689,300,360.0,999999999999.0,263,520003,43,1.0,8.0,999999999999.0,99.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Centro-Oeste
143796,143796,2009,52,494,5,1,3.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,,999999999999.0,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,,3.0,2.0,3.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5203,1,1.0,22,0.0035643491,24,6079689,300,359.0,700.0,263,520003,44,1.0,3.0,233.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143847,143847,2009,52,516,20,1,7.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,180.0,,,3.0,,3.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5203,1,1.0,22,0.0024661945000000003,16,6079689,300,359.0,930.0,263,520003,46,1.0,7.0,132.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143910,143910,2009,52,540,16,1,5.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,350.0,,,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,3.0,2.0,,3.0,2.0,3.0,2.0,3.0,,8.0,1,0,2,26,9,5203,1,1.0,22,0.0047090356,31,6079689,300,359.0,1100.0,263,520003,49,1.0,5.0,220.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
143996,143996,2009,52,575,6,1,3.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,5224,2,0.32005003,5,0.015682799,15,6079689,300,360.0,465.0,810,520039,320,1.0,3.0,155.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
144173,144173,2009,52,648,7,1,3.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,5215,2,0.050301522300000005,5,0.0634364042,10,6079689,300,360.0,240.0,792,520027,298,1.0,3.0,80.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,,3.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
144174,144174,2009,52,648,8,1,5.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,4.0,1,0,3,26,9,5215,2,0.050301522300000005,5,0.0634364042,10,6079689,300,360.0,584.0,792,520027,298,1.0,5.0,116.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
144404,144404,2009,52,753,11,1,3.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,5220,2,0.0182065566,5,0.2504347826,14,6079689,300,359.0,972.0,802,520034,310,1.0,3.0,324.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
144436,144436,2009,52,761,17,1,3.0,3.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,,1.0,2.0,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,5220,2,0.0182065566,5,0.2539130435,14,6079689,300,360.0,885.0,802,520034,310,1.0,3.0,295.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
144515,144515,2009,52,800,9,1,8.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,4.0,,,3.0,,,,1.0,1.0,2.0,4.0,1.0,,3.0,4.0,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,2.0,1,0,3,26,9,5223,2,0.2043402425,5,0.028388794900000007,17,6079689,300,360.0,732.0,808,520037,316,1.0,8.0,91.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
144518,144518,2009,52,800,12,1,7.0,5.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,2.0,1,0,3,26,9,5223,2,0.2043402425,5,0.028388794900000007,17,6079689,300,359.0,695.0,808,520037,316,1.0,7.0,99.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
144562,144562,2009,52,826,13,1,5.0,5.0,1.0,6.0,1.0,1.0,7.0,3.0,2.0,,100.0,2.0,1.0,2.0,,,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,2.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,5223,2,0.2043402425,5,0.0330889265,20,6079689,300,360.0,1630.0,808,520037,316,1.0,5.0,326.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
144575,144575,2009,52,826,26,1,3.0,2.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,2.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,5223,2,0.2043402425,5,0.0330889265,20,6079689,300,360.0,847.0,808,520037,316,1.0,3.0,282.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,20120710,Centro-Oeste
144608,144608,2009,52,842,1,1,4.0,4.0,1.0,2.0,1.0,1.0,6.0,3.0,5.0,,,,1.0,4.0,,,1.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,2.0,8,0,3,26,9,5223,2,0.2043402425,5,0.0201165633,12,6079689,300,360.0,1150.0,808,520037,316,1.0,4.0,287.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Centro-Oeste
144643,144643,2009,52,850,14,1,2.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,3.0,4.0,1.0,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,5227,2,0.056199639800000006,5,0.08261287219999999,14,6079689,300,360.0,465.0,816,520044,328,1.0,2.0,232.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,,3.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
144780,144780,2009,52,923,12,1,7.0,7.0,1.0,2.0,1.0,1.0,7.0,4.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,3.0,2.0,,1.0,6.0,3.0,4.0,3.0,,6.0,1,0,2,26,9,5204,1,1.0,5,0.0336356142,51,6079689,300,359.0,739.0,264,520004,52,1.0,7.0,105.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
144801,144801,2009,52,931,13,1,6.0,4.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,,,,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,3.0,2.0,,3.0,2.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5204,1,1.0,5,0.0179307502,27,6079689,300,359.0,804.0,264,520004,53,1.0,6.0,134.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
144802,144802,2009,52,931,14,1,12.0,6.0,1.0,2.0,1.0,1.0,8.0,5.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5204,1,1.0,5,0.0179307502,27,6079689,300,360.0,1203.0,264,520004,53,1.0,12.0,100.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,20120710,Centro-Oeste
145052,145052,2009,52,1075,17,1,3.0,3.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,,,2.0,1.0,4.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5205,1,1.0,76,0.0012672939,29,6079689,300,360.0,465.0,265,520005,67,1.0,3.0,155.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,,1.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
145175,145175,2009,52,1148,11,1,4.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,330.0,,,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,5205,1,1.0,76,0.0006032097,14,6079689,300,359.0,465.0,265,520005,74,1.0,4.0,116.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,,3.0,1.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,20120710,Centro-Oeste
