,Unnamed: 0,V0101,UF,V0102,V0103,V0104,V0105,V0106,V0201,V0202,V0203,V0204,V0205,V0206,V0207,V0208,V0209,V0210,V0211,V0212,V0213,V0214,V0215,V0216,V2016,V0217,V0218,V0219,V0220,V2020,V0221,V0222,V0223,V0224,V0225,V0226,V0227,V2027,V0228,V0229,V0230,V0231,V0232,V2032,V4105,V4106,V4107,V4600,V4601,V4602,V4604,V4605,V4606,V4607,V4608,V4609,V4610,V4611,V4614,UPA,V4617,V4618,V4619,V4620,V4621,V4622,V4623,V4624,V2101,V2102,V2103,V2105,V2107,V2109,V2111,V2113,V2115,V2117,V2119,V2120,V2121,V2123,V2124,V2126,V2128,V2130,V2132,V2134,V2136,V2033,V2034,V2035,V2036,V2037,V2038,V2039,V2041,V9992,Região
19616,19616,2009,21,557,4,1,4.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,,,,3.0,,3.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,,4.0,2.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2104,2,0.01261878,5,0.13097949890000002,12,6548540,750,906.0,412.0,321,210006,55,1.0,4.0,103.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19621,19621,2009,21,557,9,1,4.0,2.0,1.0,2.0,3.0,6.0,3.0,1.0,1.0,,,2.0,3.0,,1.0,,3.0,,,,3.0,1.0,4.0,4.0,1.0,,4.0,2.0,1.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2104,2,0.01261878,5,0.13097949890000002,12,6548540,750,906.0,254.0,321,210006,55,1.0,4.0,63.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19638,19638,2009,21,557,26,1,8.0,7.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,,,2.0,3.0,,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,,1.0,2.0,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,,4.0,8,0,3,26,9,2104,2,0.01261878,5,0.13097949890000002,12,6548540,750,907.0,284.0,321,210006,55,1.0,8.0,35.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,,3.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19649,19649,2009,21,557,37,1,7.0,2.0,1.0,2.0,3.0,6.0,3.0,1.0,1.0,,,2.0,3.0,,3.0,2.0,3.0,,,,3.0,3.0,4.0,4.0,1.0,,4.0,4.0,3.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2104,2,0.01261878,5,0.13097949890000002,12,6548540,750,907.0,272.0,321,210006,55,1.0,7.0,38.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19663,19663,2009,21,557,51,1,4.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,,,2.0,3.0,,3.0,2.0,3.0,,,,3.0,1.0,4.0,4.0,1.0,,4.0,2.0,3.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2104,2,0.01261878,5,0.13097949890000002,12,6548540,750,906.0,1160.0,321,210006,55,1.0,4.0,290.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,,1.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19664,19664,2009,21,557,52,1,9.0,3.0,1.0,2.0,2.0,1.0,6.0,2.0,4.0,,,,3.0,,1.0,,3.0,,,,3.0,1.0,4.0,4.0,1.0,,1.0,4.0,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2104,2,0.01261878,5,0.13097949890000002,12,6548540,750,906.0,384.0,321,210006,55,1.0,9.0,42.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19680,19680,2009,21,565,16,1,4.0,3.0,1.0,2.0,6.0,1.0,6.0,3.0,1.0,,,2.0,3.0,,1.0,,3.0,,,,3.0,1.0,4.0,4.0,3.0,4.0,,4.0,3.0,2.0,,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2110,2,0.0354710597,5,0.0676017923,18,6548540,750,906.0,550.0,332,210016,70,1.0,4.0,137.0,2.0,4.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19683,19683,2009,21,565,19,1,6.0,3.0,1.0,2.0,6.0,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2110,2,0.0354710597,5,0.0676017923,18,6548540,750,906.0,454.0,332,210016,70,1.0,6.0,75.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,1.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19687,19687,2009,21,565,23,1,5.0,4.0,1.0,2.0,6.0,1.0,8.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,2.0,1.0,4.0,3.0,,4.0,1,0,3,26,9,2110,2,0.0354710597,5,0.0676017923,18,6548540,750,906.0,547.0,332,210016,70,1.0,5.0,109.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19688,19688,2009,21,565,24,1,5.0,5.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,,1.0,2.0,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2110,2,0.0354710597,5,0.0676017923,18,6548540,750,907.0,1130.0,332,210016,70,1.0,5.0,226.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19708,19708,2009,21,581,1,1,5.0,3.0,1.0,2.0,3.0,6.0,4.0,1.0,1.0,,,2.0,3.0,,3.0,2.0,3.0,,,,4.0,1.0,4.0,4.0,1.0,,1.0,2.0,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2110,2,0.0354710597,5,0.0502630041,13,6548540,750,907.0,930.0,332,210016,70,1.0,5.0,186.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19711,19711,2009,21,581,4,1,5.0,2.0,1.0,2.0,5.0,6.0,3.0,1.0,6.0,,,,3.0,,3.0,2.0,3.0,,,,3.0,1.0,4.0,4.0,3.0,4.0,,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2110,2,0.0354710597,5,0.0502630041,13,6548540,750,907.0,700.0,332,210016,70,1.0,5.0,140.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19722,19722,2009,21,581,15,1,3.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,4.0,,,,3.0,,3.0,2.0,3.0,,,,3.0,1.0,4.0,4.0,3.0,4.0,,2.0,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2110,2,0.0354710597,5,0.0502630041,13,6548540,750,906.0,0.0,332,210016,70,1.0,3.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19730,19730,2009,21,581,23,1,4.0,3.0,1.0,2.0,3.0,6.0,3.0,1.0,5.0,,,,1.0,4.0,,,3.0,,,,4.0,1.0,4.0,4.0,3.0,4.0,,4.0,3.0,2.0,,3.0,6.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2110,2,0.0354710597,5,0.0502630041,13,6548540,750,906.0,645.0,332,210016,70,1.0,4.0,161.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19740,19740,2009,21,590,10,1,8.0,2.0,1.0,2.0,6.0,1.0,3.0,1.0,1.0,,,2.0,3.0,,3.0,2.0,3.0,,,,3.0,3.0,4.0,4.0,3.0,4.0,,4.0,3.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,4.0,8,0,3,26,9,2110,2,0.0354710597,5,0.0153906098,4,6548540,750,906.0,367.0,332,210016,70,1.0,8.0,45.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19746,19746,2009,21,590,16,1,3.0,3.0,1.0,2.0,5.0,6.0,5.0,2.0,4.0,,,,3.0,,3.0,2.0,3.0,,,,3.0,3.0,4.0,4.0,3.0,4.0,,2.0,3.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,4.0,8,0,3,26,9,2110,2,0.0354710597,5,0.0153906098,4,6548540,750,906.0,930.0,332,210016,70,1.0,3.0,310.0,3.0,4.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19750,19750,2009,21,590,20,1,8.0,4.0,1.0,2.0,3.0,1.0,5.0,2.0,4.0,,,,1.0,4.0,,,1.0,2.0,1.0,3.0,3.0,3.0,4.0,4.0,1.0,,1.0,2.0,1.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,4.0,8,0,3,26,9,2110,2,0.0354710597,5,0.0153906098,4,6548540,750,906.0,857.0,332,210016,70,1.0,8.0,107.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19758,19758,2009,21,603,8,1,6.0,6.0,1.0,2.0,6.0,6.0,4.0,2.0,1.0,,,2.0,3.0,,3.0,2.0,3.0,,,,3.0,3.0,4.0,4.0,3.0,4.0,,2.0,3.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,4.0,8,0,3,26,9,2110,2,0.0354710597,5,0.03526203,9,6548540,750,906.0,600.0,332,210016,70,1.0,6.0,100.0,1.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,6.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19777,19777,2009,21,611,7,1,7.0,4.0,1.0,2.0,1.0,1.0,7.0,3.0,5.0,,,,3.0,,1.0,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,2.0,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2105,2,0.12489467619999997,5,0.021214564900000003,20,6548540,750,907.0,682.0,323,210008,58,1.0,7.0,97.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,3.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19797,19797,2009,21,620,8,1,9.0,7.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,,,2.0,3.0,,3.0,4.0,3.0,,,,3.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2105,2,0.12489467619999997,5,0.0153836611,14,6548540,750,906.0,2142.0,323,210008,58,1.0,9.0,238.0,3.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Nordeste
19805,19805,2009,21,620,16,1,9.0,6.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,3.0,,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2105,2,0.12489467619999997,5,0.0153836611,14,6548540,750,906.0,1260.0,323,210008,58,1.0,9.0,140.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19808,19808,2009,21,620,19,1,8.0,6.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,2.0,,,3.0,,,,2.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,2.0,3.0,,8.0,1,0,3,26,9,2105,2,0.12489467619999997,5,0.0153836611,14,6548540,750,906.0,1429.0,323,210008,58,1.0,8.0,178.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19809,19809,2009,21,620,20,1,4.0,4.0,1.0,2.0,1.0,1.0,7.0,2.0,1.0,,,2.0,1.0,2.0,,,3.0,,,,3.0,1.0,4.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2105,2,0.12489467619999997,5,0.0153836611,14,6548540,750,907.0,640.0,323,210008,58,1.0,4.0,160.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19810,19810,2009,21,638,1,1,5.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,130.0,,,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,6.0,3.0,2.0,3.0,,8.0,1,0,3,26,9,2105,2,0.12489467619999997,5,0.0307673221,29,6548540,750,907.0,1392.0,323,210008,58,1.0,5.0,278.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,,3.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,20120710,Nordeste
19814,19814,2009,21,638,5,1,4.0,4.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2105,2,0.12489467619999997,5,0.0307673221,29,6548540,750,906.0,25.0,323,210008,58,1.0,4.0,6.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19815,19815,2009,21,638,6,1,7.0,5.0,1.0,2.0,1.0,1.0,7.0,3.0,1.0,,,2.0,1.0,2.0,,,3.0,,,,1.0,1.0,2.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2105,2,0.12489467619999997,5,0.0307673221,29,6548540,750,907.0,1245.0,323,210008,58,1.0,7.0,177.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19816,19816,2009,21,638,7,1,8.0,7.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,,,2.0,3.0,,3.0,2.0,3.0,,,,1.0,1.0,4.0,4.0,1.0,,1.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2105,2,0.12489467619999997,5,0.0307673221,29,6548540,750,907.0,2366.0,323,210008,58,1.0,8.0,295.0,3.0,4.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,20120710,Nordeste
19822,19822,2009,21,638,13,1,5.0,5.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,2.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,4.0,1,0,3,26,9,2105,2,0.12489467619999997,5,0.0307673221,29,6548540,750,907.0,380.0,323,210008,58,1.0,5.0,76.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,,1.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Nordeste
19828,19828,2009,21,638,19,1,5.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,5.0,,,,3.0,,3.0,4.0,3.0,,,,2.0,1.0,4.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2105,2,0.12489467619999997,5,0.0307673221,29,6548540,750,906.0,0.0,323,210008,58,1.0,5.0,0.0,0.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19831,19831,2009,21,646,1,1,7.0,6.0,1.0,2.0,3.0,6.0,4.0,2.0,1.0,,,2.0,3.0,,3.0,4.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,,4.0,4.0,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2105,2,0.12489467619999997,5,0.0319459091,30,6548540,750,907.0,234.0,323,210008,58,1.0,7.0,33.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19836,19836,2009,21,646,6,1,4.0,3.0,1.0,2.0,3.0,6.0,4.0,2.0,1.0,,,2.0,3.0,,3.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,,4.0,4.0,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2105,2,0.12489467619999997,5,0.0319459091,30,6548540,750,907.0,0.0,323,210008,58,1.0,4.0,0.0,0.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19838,19838,2009,21,646,8,1,9.0,7.0,1.0,2.0,3.0,1.0,5.0,3.0,1.0,,,2.0,3.0,,1.0,,1.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,,4.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2105,2,0.12489467619999997,5,0.0319459091,30,6548540,750,907.0,1465.0,323,210008,58,1.0,9.0,162.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19840,19840,2009,21,646,10,1,6.0,4.0,1.0,2.0,1.0,1.0,8.0,4.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,4.0,8,0,3,26,9,2105,2,0.12489467619999997,5,0.0319459091,30,6548540,750,907.0,1009.0,323,210008,58,1.0,6.0,168.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19842,19842,2009,21,646,12,1,6.0,5.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,,,2.0,3.0,,1.0,,1.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,4.0,1.0,2.0,,3.0,2.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2105,2,0.12489467619999997,5,0.0319459091,30,6548540,750,907.0,625.0,323,210008,58,1.0,6.0,104.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19845,19845,2009,21,646,15,1,4.0,2.0,1.0,2.0,3.0,6.0,3.0,2.0,1.0,,,2.0,3.0,,1.0,,1.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,1.0,,1.0,4.0,3.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2105,2,0.12489467619999997,5,0.0319459091,30,6548540,750,907.0,465.0,323,210008,58,1.0,4.0,116.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19852,19852,2009,21,654,4,1,9.0,8.0,1.0,2.0,1.0,1.0,7.0,4.0,1.0,,,2.0,3.0,,3.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,,1.0,2.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,4.0,8,0,3,26,9,2105,2,0.12489467619999997,5,0.0148874139,14,6548540,750,907.0,3010.0,323,210008,58,1.0,9.0,334.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19854,19854,2009,21,654,6,1,4.0,4.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,3.0,,3.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,,1.0,4.0,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2105,2,0.12489467619999997,5,0.0148874139,14,6548540,750,907.0,500.0,323,210008,58,1.0,4.0,125.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
19855,19855,2009,21,654,7,1,7.0,3.0,1.0,2.0,3.0,1.0,6.0,2.0,1.0,,,2.0,3.0,,3.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,,4.0,4.0,1.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2105,2,0.12489467619999997,5,0.0148874139,14,6548540,750,906.0,930.0,323,210008,58,1.0,7.0,132.0,2.0,4.0,5.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste
