,Unnamed: 0,V0101,UF,V0102,V0103,V0104,V0105,V0106,V0201,V0202,V0203,V0204,V0205,V0206,V0207,V0208,V0209,V0210,V0211,V0212,V0213,V0214,V0215,V0216,V2016,V0217,V0218,V0219,V0220,V2020,V0221,V0222,V0223,V0224,V0225,V0226,V0227,V2027,V0228,V0229,V0230,V0231,V0232,V2032,V4105,V4106,V4107,V4600,V4601,V4602,V4604,V4605,V4606,V4607,V4608,V4609,V4610,V4611,V4614,UPA,V4617,V4618,V4619,V4620,V4621,V4622,V4623,V4624,V2101,V2102,V2103,V2105,V2107,V2109,V2111,V2113,V2115,V2117,V2119,V2120,V2121,V2123,V2124,V2126,V2128,V2130,V2132,V2134,V2136,V2033,V2034,V2035,V2036,V2037,V2038,V2039,V2041,V9992,Região,Geladeira
32518,32518,2009,24,361,3,1,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,2.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2405,2,0.0914784069,5,0.0294396961,12,3235005,450,496.0,130.0,378,240009,94,1.0,2.0,65.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,Sim,4.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32520,32520,2009,24,361,5,1,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2405,2,0.0914784069,5,0.0294396961,12,3235005,450,496.0,0.0,378,240009,94,1.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Sim,6.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32525,32525,2009,24,361,10,1,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,,,,3.0,,1.0,,3.0,,,,1.0,1.0,4.0,4.0,1.0,,1.0,Não possui,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2405,2,0.0914784069,5,0.0294396961,12,3235005,450,497.0,465.0,378,240009,94,1.0,3.0,155.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32533,32533,2009,24,361,18,1,3.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,,1.0,Não possui,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2405,2,0.0914784069,5,0.0294396961,12,3235005,450,496.0,230.0,378,240009,94,1.0,3.0,76.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32535,32535,2009,24,361,20,1,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2405,2,0.0914784069,5,0.0294396961,12,3235005,450,497.0,60.0,378,240009,94,1.0,1.0,60.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,6.0,3.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32538,32538,2009,24,370,1,1,6.0,6.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,3,26,9,2405,2,0.0914784069,5,0.0471272555,19,3235005,450,496.0,667.0,378,240009,94,1.0,6.0,111.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32547,32547,2009,24,370,10,1,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,3.0,300.0,,,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,3.0,2.0,,3.0,4.0,3.0,2.0,3.0,,4.0,1,0,3,26,9,2405,2,0.0914784069,5,0.0471272555,19,3235005,450,496.0,931.0,378,240009,94,1.0,2.0,465.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,Sim,6.0,3.0,3.0,,,,,,,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32580,32580,2009,24,388,20,1,4.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,8,0,3,26,9,2405,2,0.0914784069,5,0.0764482431,32,3235005,450,496.0,418.0,378,240009,94,1.0,4.0,104.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32590,32590,2009,24,388,30,1,10.0,5.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,,,2.0,3.0,,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,3.0,2.0,,1.0,6.0,1.0,4.0,3.0,,8.0,8,0,3,26,9,2405,2,0.0914784069,5,0.0764482431,32,3235005,450,497.0,1234.0,378,240009,94,1.0,10.0,123.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
32659,32659,2009,24,426,3,1,3.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,2.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2402,1,1.0,8,0.0072747171,26,3235005,450,496.0,665.0,162,240002,9,1.0,3.0,221.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32674,32674,2009,24,426,18,1,3.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,4.0,1,0,2,26,9,2402,1,1.0,8,0.0072747171,26,3235005,450,496.0,0.0,162,240002,9,1.0,3.0,0.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32685,32685,2009,24,434,2,1,4.0,4.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,3.0,2.0,,3.0,4.0,3.0,4.0,3.0,,4.0,1,0,2,26,9,2402,1,1.0,8,0.0054882269,20,3235005,450,497.0,1130.0,162,240002,10,1.0,4.0,282.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32748,32748,2009,24,469,13,1,2.0,2.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,3.0,2.0,3.0,,8.0,1,0,2,26,9,2402,1,1.0,8,0.004924919099999999,18,3235005,450,497.0,930.0,162,240002,13,1.0,2.0,465.0,3.0,7.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,Sim,2.0,3.0,3.0,,,,,,,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32752,32752,2009,24,469,17,1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,100.0,,,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2402,1,1.0,8,0.004924919099999999,18,3235005,450,497.0,1400.0,162,240002,13,1.0,1.0,1400.0,6.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,Sim,6.0,3.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32785,32785,2009,24,485,9,1,6.0,5.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,,999999999999.0,2.0,1.0,2.0,,,1.0,4.0,,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,2.0,1,0,2,26,9,2403,1,1.0,29,0.0017970567999999996,24,3235005,450,496.0,1050.0,163,240003,15,1.0,6.0,175.0,2.0,3.0,1.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Sim,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32826,32826,2009,24,507,11,1,4.0,4.0,1.0,2.0,1.0,1.0,8.0,4.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,,1.0,Não possui,1.0,2.0,,3.0,4.0,3.0,2.0,3.0,,4.0,1,0,2,26,9,2403,1,1.0,29,0.0019547773,26,3235005,450,497.0,555.0,163,240003,17,1.0,4.0,138.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,3.0,,,,,,,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32832,32832,2009,24,507,17,1,3.0,3.0,1.0,2.0,1.0,1.0,6.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,,1.0,Não possui,1.0,2.0,,3.0,4.0,1.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0019547773,26,3235005,450,497.0,1130.0,163,240003,17,1.0,3.0,376.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Sim,2.0,3.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Nordeste,Sim
32833,32833,2009,24,515,1,1,7.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0042058777,55,3235005,450,497.0,500.0,163,240003,18,1.0,7.0,71.0,1.0,3.0,1.0,1.0,99.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Sim,6.0,3.0,1.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
32834,32834,2009,24,515,2,1,4.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0042058777,55,3235005,450,497.0,622.0,163,240003,18,1.0,4.0,155.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32855,32855,2009,24,515,23,1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,60.0,,,3.0,,3.0,4.0,3.0,,,,1.0,1.0,4.0,4.0,3.0,4.0,,Não possui,1.0,4.0,3.0,3.0,6.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0042058777,55,3235005,450,497.0,400.0,163,240003,18,1.0,1.0,400.0,3.0,9.0,6.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,1.0,3.0,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Não
32877,32877,2009,24,531,1,1,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.001505513,20,3235005,450,496.0,550.0,163,240003,20,1.0,2.0,275.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,Sim,4.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32905,32905,2009,24,540,12,1,3.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,2.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0015772041,21,3235005,450,497.0,2145.0,163,240003,21,1.0,3.0,715.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,3.0,3.0,,,,,,,4.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32906,32906,2009,24,540,13,1,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,,79.0,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,,1.0,Não possui,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0015772041,21,3235005,450,496.0,80.0,163,240003,21,1.0,1.0,80.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,3.0,,,,,,,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32928,32928,2009,24,558,17,1,5.0,5.0,1.0,2.0,1.0,1.0,7.0,2.0,3.0,250.0,,,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,4.0,1.0,2.0,1.0,4.0,8.0,1,0,2,26,9,2403,1,1.0,29,0.0012856603,17,3235005,450,497.0,565.0,163,240003,22,1.0,5.0,113.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32929,32929,2009,24,558,18,1,3.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,4.0,3.0,4.0,1.0,4.0,8.0,1,0,2,26,9,2403,1,1.0,29,0.0012856603,17,3235005,450,496.0,631.0,163,240003,22,1.0,3.0,210.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Sim,4.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32934,32934,2009,24,566,5,1,5.0,5.0,1.0,2.0,1.0,1.0,6.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0030014673,39,3235005,450,497.0,709.0,163,240003,23,1.0,5.0,141.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32943,32943,2009,24,566,14,1,7.0,5.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,,,2.0,3.0,,1.0,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0030014673,39,3235005,450,497.0,360.0,163,240003,23,1.0,7.0,51.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32944,32944,2009,24,566,15,1,3.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,2.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0030014673,39,3235005,450,496.0,320.0,163,240003,23,1.0,3.0,106.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,Sim,6.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32945,32945,2009,24,566,16,1,7.0,5.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,,,4.0,1.0,2.0,,,1.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,,1.0,Não possui,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0030014673,39,3235005,450,496.0,1253.0,163,240003,23,1.0,7.0,179.0,2.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32946,32946,2009,24,566,17,1,7.0,6.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0030014673,39,3235005,450,497.0,974.0,163,240003,23,1.0,7.0,139.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32948,32948,2009,24,566,19,1,5.0,5.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,,1.0,Não possui,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0030014673,39,3235005,450,497.0,337.0,163,240003,23,1.0,5.0,67.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32960,32960,2009,24,574,8,1,5.0,4.0,1.0,2.0,1.0,1.0,7.0,3.0,1.0,,,2.0,1.0,2.0,,,3.0,,,,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,6.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0028580851000000003,37,3235005,450,496.0,70.0,163,240003,24,1.0,5.0,14.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,20120710,Nordeste,Não
32965,32965,2009,24,574,13,1,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,3.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0028580851000000003,37,3235005,450,497.0,465.0,163,240003,24,1.0,1.0,465.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,3.0,,,,,,,4.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32970,32970,2009,24,574,18,1,3.0,3.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Possui Filtro,1.0,2.0,,1.0,4.0,1.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0028580851000000003,37,3235005,450,496.0,1753.0,163,240003,24,1.0,3.0,584.0,4.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,3.0,3.0,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32974,32974,2009,24,574,22,1,7.0,6.0,1.0,2.0,1.0,1.0,5.0,3.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,,1.0,Não possui,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0028580851000000003,37,3235005,450,497.0,975.0,163,240003,24,1.0,7.0,139.0,2.0,4.0,1.0,1.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,6.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
32984,32984,2009,24,582,8,1,3.0,3.0,1.0,2.0,1.0,1.0,10.0,3.0,5.0,,,,1.0,2.0,,,1.0,2.0,1.0,4.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,4.0,3.0,4.0,1.0,4.0,8.0,1,0,2,26,9,2403,1,1.0,29,0.0016058806,21,3235005,450,497.0,1545.0,163,240003,25,1.0,3.0,515.0,4.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,Sim,4.0,3.0,3.0,,,,,,,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
33048,33048,2009,24,620,1,1,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,200.0,,,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,1.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.00161066,21,3235005,450,496.0,930.0,163,240003,29,1.0,2.0,465.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,Sim,4.0,1.0,3.0,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
33089,33089,2009,24,647,7,1,3.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,,,2.0,1.0,2.0,,,1.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,1.0,,1.0,Não possui,3.0,2.0,,1.0,4.0,3.0,4.0,3.0,,8.0,1,0,2,26,9,2403,1,1.0,29,0.0019930125,26,3235005,450,496.0,465.0,163,240003,31,1.0,3.0,155.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sim,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20120710,Nordeste,Sim
